config_name,weights,iteration,config_type,avg_reward,success_rate,death_rate,best_reward,rolling_avg_50,rolling_avg_100,total_engrams,avg_engram_distance
baseline,"0.09523809523809523,1.4285714285714284,0.9523809523809523,1.4285714285714284,1.1428571428571428,1.0476190476190477,0.9523809523809523,0.9523809523809523",0,systematic,-106.29364164907402,2.0,1.0,282.5225030509691,-49.721309889380876,-106.29364164907402,3088,0.26224638269846695
x_position_0.1,"0.11267605633802819,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817",0,systematic,-166.38598490001797,1.0,4.0,219.67213289286525,-129.0832342735299,-166.38598490001797,4062,0.3068040657828502
x_position_0.5,"0.5333333333333333,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667",0,systematic,-143.48315690066005,0.0,6.0,39.91803756529808,-100.07498295354884,-143.48315690066005,3811,0.23295937959983354
x_position_1.0,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",0,systematic,-161.06809105549803,0.0,2.0,113.12453560065097,-153.3117248722384,-161.06809105549803,4263,0.1766861254147179
x_position_1.5,"1.4117647058823528,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353",0,systematic,-179.5984906405342,0.0,5.0,58.90198539817803,-169.4878984954152,-179.5984906405342,4824,0.24032041442889257
x_position_2.0,"1.7777777777777777,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888",0,systematic,-168.224381992682,0.0,3.0,21.669851613403296,-135.43898154279742,-168.224381992682,4064,0.2541406492894305
y_position_0.1,"1.1267605633802817,0.11267605633802819,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817",0,systematic,-267.44660414811,0.0,51.0,12.243830364038502,-276.96239214693355,-267.44660414811,4062,0.4665685996751673
y_position_0.5,"1.0666666666666667,0.5333333333333333,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667",0,systematic,-187.12794456401073,1.0,5.0,275.8992884038038,-187.51060571726921,-187.12794456401073,4803,0.26735986167380993
y_position_1.0,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",0,systematic,-168.70153191151383,0.0,0.0,5.0976022741171505,-166.91677059371943,-168.70153191151383,3979,0.17979791795666622
y_position_1.5,"0.9411764705882353,1.4117647058823528,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353",0,systematic,-109.79732270026925,1.0,2.0,236.77616832817637,-59.383130967327276,-109.79732270026925,3031,0.2689498547213896
y_position_2.0,"0.8888888888888888,1.7777777777777777,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888",0,systematic,-99.1216918359882,2.0,2.0,282.7824275270706,-56.4194394236008,-99.1216918359882,2341,0.39960764807203153
vx_velocity_0.1,"1.1267605633802817,1.1267605633802817,0.11267605633802819,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817",0,systematic,-147.57466798795627,1.0,2.0,268.3581013124257,-139.49909589243327,-147.57466798795627,4390,0.27488428233612794
vx_velocity_0.5,"1.0666666666666667,1.0666666666666667,0.5333333333333333,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667",0,systematic,-167.28805562558898,1.0,2.0,242.48343835353228,-103.24697908652043,-167.28805562558898,4376,0.26710759666942846
vx_velocity_1.0,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",0,systematic,-184.8275681605145,0.0,10.0,54.43731736257473,-121.27023979628876,-184.8275681605145,3787,0.1813274899459294
vx_velocity_1.5,"0.9411764705882353,0.9411764705882353,1.4117647058823528,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353",0,systematic,-176.80162864767016,0.0,2.0,48.02271214356051,-169.08353142561546,-176.80162864767016,4342,0.19677334349718967
vx_velocity_2.0,"0.8888888888888888,0.8888888888888888,1.7777777777777777,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888",0,systematic,-178.34073540931345,1.0,3.0,288.62374864441665,-154.79681017569376,-178.34073540931345,3565,0.2673764339657146
vy_velocity_0.1,"1.1267605633802817,1.1267605633802817,1.1267605633802817,0.11267605633802819,1.1267605633802817,1.1267605633802817,1.1267605633802817,1.1267605633802817",0,systematic,-121.17052723268652,0.0,0.0,55.913878948656475,-62.34547728167536,-121.17052723268652,3797,0.30724812600694545
vy_velocity_0.5,"1.0666666666666667,1.0666666666666667,1.0666666666666667,0.5333333333333333,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667",0,systematic,-149.58092676600438,0.0,4.0,23.694119849785125,-111.65657927192439,-149.58092676600438,3420,0.24288686273728594
